index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors
13106,Sky Racket,1937,4.8,0,0,1,0,Sam Katzman
13107,Elijah's Ashes,2017,5.4,0,0,1,0,Ryan Barton-Grimley
13108,Babes with Blades,2018,2.1,0,0,1,0,Cecily Fay
13109,Cold Blooded,2012,5.5,0,0,1,0,Wallace Wolodarsky
13110,Ghostline,2015,3.2,0,0,1,0,Dean Whitney
13111,Navy Secrets,1939,5.9,0,0,1,0,Howard Bretherton
13112,Brothers O'Toole,1973,4.5,0,0,1,0,Richard Erdman
13113,The Turnaround,2017,7.3,0,0,1,0,"James C. Hunter,Amanda Marquis"
13114,Branded a Coward,1935,5.8,0,0,1,0,Sam Newfield
13116,Law of the Lash,1947,6.6,0,0,1,0,Ray Taylor
13117,Aeon: The Last Vampyre on Earth,2013,4.5,0,0,1,0,Daniel Falicki
13118,Special Needs,2006,6.6,0,0,1,0,Isaak James
13119,My Playground,2009,6.9,0,0,1,0,Kaspar Astrup Schröder
13120,The Devil's Music,2008,4.3,0,0,1,0,Pat Higgins
13122,Mike E. Winfield: Stepman,2019,6.2,0,0,1,0,Brian Volk-Weiss
13123,Ablaze,2001,3.2,0,0,1,0,Jim Wynorski
13124,Bad People,2016,3.8,0,0,1,0,"J. Om Prakash,K. Raghavendra Rao"
13125,Dead Cert,2010,3.6,0,0,1,0,Steven Lawson
13127,Drunk on Love,2015,5.1,0,0,1,0,William H. Macy
13128,Zombie Night,2013,3.4,0,0,1,0,John Gulager
13129,My Revolution,2016,3.5,0,0,1,0,Ramzi Ben Sliman
13130,Dark Remains,2005,4.9,0,0,1,0,Brian Avenet-Bradley
13131,Swing Hostess,1944,6.1,0,0,1,0,Sam Newfield
13132,American Joyride,2011,4.9,0,0,1,0,"Alex Petrovitch,Katherine Randolph"
13133,The Courageous Dr. Christian,1940,6.1,0,0,1,0,Bernard Vorhaus
13134,Half Shot at Sunrise,1930,6.1,0,0,1,0,Paul Sloane
13135,Boogie Boy,1998,5.1,0,0,1,0,Craig Hamann
13136,Viking: The Berserkers,2014,3.2,0,0,1,0,Antony Smith
13137,A Doggone Hollywood,2017,4.3,0,0,1,0,Jim Wynorski
13138,By Any Name,2017,4.7,0,0,1,0,Euros Jones-Evans
13139,Dead Man's Cards,2006,5.5,0,0,1,0,James Marquand
13140,Tango,1936,5.7,0,0,1,0,Carlos Saura
13141,Backstreet Justice,1994,4.4,0,0,1,0,Chris McIntyre
13142,High Gear,1933,5.7,0,0,1,0,Alan Gibson
13143,Born Wild,2012,4.2,0,0,1,0,Dustin Rikert
13144,Before the Dark,2017,4.2,0,0,1,0,Benny Oliveri
13145,Money Means Nothing,1934,5.5,0,0,1,0,Christy Cabanne
13146,Redemption Trail,2013,5.7,0,0,1,0,Britta Sjogren
13147,The Abduction,1996,5.3,0,0,1,0,Don Jones
13148,Love Takes Flight,1937,6.6,0,0,1,0,Steven R. Monroe
13149,Julien & Claire,2011,7.2,0,0,1,0,Adam Neustadter
13150,What's the T?,2013,4.8,0,0,1,0,Cecilio Asuncion
13151,Death Ring,1992,4.5,0,0,1,0,Rubi Zack
13152,Badlands of Kain,2016,5.2,0,0,1,0,Andy Palmer
13153,All American Christmas Carol,2013,4.5,0,0,1,0,Ron Carlson
13154,Asylum of Darkness,2017,3.2,0,0,1,0,Jay Woelfel
13155,"Gappa, the Triphibian Monster",1967,4.2,0,0,1,0,Hiroshi Noguchi
13156,Shadow Builder,1998,4.9,0,0,1,0,Jamie Dixon
13157,Target of an Assassin,1977,5.1,0,0,1,0,Peter Collinson
13158,Who's Your Monkey?,2007,5.5,0,0,1,0,Todd Breau
13159,Seven Hours of Gunfire,1965,5.0,0,0,1,0,Joaquín Luis Romero Marchent
13160,Matichya Chuli,2006,6.7,0,0,1,0,"Atul Kale,Sudesh Manjrekar"
13161,Alter Ego,2002,4.4,0,0,1,0,David Cronenberg
13163,Perfect Piece,2016,4.4,0,0,1,0,Charis Orchard
13164,13th Child,2002,2.9,0,0,1,0,"Thomas Ashley,Steven Stockage"
13165,Blueprint,2017,6.1,0,0,1,0,Daryl Wein
13166,Remarkable Power,2008,5.5,0,0,1,0,Brandon Beckner
13167,They Came from Beyond Space,1967,4.6,0,0,1,0,Freddie Francis
13168,Revelation Trail,2014,4.5,0,0,1,0,John P. Gibson
13169,The Extra Girl,1923,6.6,0,0,1,0,F. Richard Jones
13170,Love U... Mr. Kalakaar!,2011,5.4,0,0,1,0,S. Manasvi
13171,Submarine Alert,1943,5.5,0,0,1,0,Frank McDonald
13172,Savage Memory,2011,7.4,0,0,1,0,"Zachary Stuart,Kelly Thomson"
13173,Ghostlight,2013,3.8,0,0,1,0,Jeff Ferrell
13174,The Insomniac,2013,4.9,0,0,1,0,Monty Miranda
13175,Trinity and Sartana Are Coming,1972,4.4,0,0,1,0,Mario Siciliano
13176,Ishq Garaari,2013,6.5,0,0,1,0,Dheeraj Rattan
13177,Stasis,2017,3.0,0,0,1,0,Nicole Jones-Dion
13178,Baroudeur,2012,6.3,0,0,1,0,"Frans Cronjé,Morné Theunissen"
13180,The Reckoning,1932,5.3,0,0,1,0,Paul McGuigan
13181,Anger of the Dead,2015,2.9,0,0,1,0,Francesco Picone
13182,Unknown Powers,1978,5.3,0,0,1,0,Don Como
13183,Americanizing Shelley,2007,4.6,0,0,1,0,Lorraine Senna
13184,Good Satan,2012,6.3,0,0,1,0,Sara Lohman
13185,Unshackled,2000,6.3,0,0,1,0,Bart Patton
13186,Badaltey Rishtey,1978,6.7,0,0,1,0,Raghunath Jhalani
13187,7 Star Grand Mantis,1983,4.8,0,0,1,0,"Godfrey Ho,Seon-Gyeong Kim"
13188,The Amityville Terror,2016,3.2,0,0,1,0,Michael Angelo
13189,Himmat,1996,4.6,0,0,1,0,"Sunil Sharma,Anand"
13190,Balakrishnudu,2017,4.6,0,0,1,0,Pavan Mallela
13191,The Bridgewater Triangle,2013,5.4,0,0,1,0,"Aaron Cadieux,Manny Famolare"
13192,Mary Loss of Soul,2015,3.7,0,0,1,0,Jennifer B. White
13193,Rising Star,2013,6.4,0,0,1,0,Martha Coolidge
13194,Southward Ho,1939,6.9,0,0,1,0,Joseph Kane
13195,Suburbanite,2016,5.2,0,0,1,0,Andy Lohrenz
13196,Sister Street Fighter: Fifth Level Fist,1976,5.6,0,0,1,0,Shigehiro Ozawa
13197,Bugged,1997,3.9,0,0,1,0,Ronald K. Armstrong
13198,The Long Island Railroad Massacre: 20 Years Later,2013,5.2,0,0,1,0,Charlie Minn
13199,The Odds,2012,5.0,0,0,1,0,Bob Giordano
13200,Blue Citrus Hearts,2003,5.2,0,0,1,0,Morgan Jon Fox
13201,M Cream,2016,5.6,0,0,1,0,"Agneya Singh,Aban Raza"
13202,Born in Light: Tesla,2017,4.9,0,0,1,0,J. Michael Long
13203,What Katy Did,2004,5.7,0,0,1,0,Stacey Stewart Curtis
13204,Dr. Kildare's Strange Case,1940,6.1,0,0,1,0,Harold S. Bucquet
13205,Edge of Salvation,2012,6.2,0,0,1,0,Luciano Saber
13206,Young and Willing,1943,5.9,0,0,1,0,Ralph Thomas
13207,Clearing the Range,1931,5.3,0,0,1,0,Otto Brower
13208,Ares 11,2016,4.1,0,0,1,0,Robert Goodrich
13209,The Trail Beyond,1934,5.4,0,0,1,0,Robert N. Bradbury
13210,Hands Across the Border,1944,6.4,0,0,1,0,Joseph Kane
13211,Bombs Over Burma,1942,5.2,0,0,1,0,Joseph H. Lewis
13212,8.5 Hours,2008,6.5,0,0,1,0,Brian Lally
13213,Promises! Promises!,1963,5.1,0,0,1,0,King Donovan
13214,Badass Monster Killer,2015,5.3,0,0,1,0,Darin Wood
13215,Eyes of Texas,1948,6.5,0,0,1,0,William Witney
13216,Valley of the Fangs,1970,6.4,0,0,1,0,Chang-hwa Jeong
13217,Cold Deck,2015,5.5,0,0,1,0,Zack Bernbaum
13218,Haunting of Winchester House,2009,3.4,0,0,1,0,Mark Atkins
13219,A Free Bird,2014,5.5,0,0,1,0,Gregg Russell
13220,"Turtle Hill, Brooklyn",2013,5.6,0,0,1,0,Ryan Gielen
13221,Saltwater,2012,4.7,0,0,1,0,Charlie Vaughn
13222,13 Hours in a Warehouse,2008,3.8,0,0,1,0,Dav Kaufman
13224,Pride Divide,1997,6.5,0,0,1,0,Paris Poirier
13225,Once and Future Queen,2000,5.9,0,0,1,0,Todd Verow
13226,Rip Roarin' Buckaroo,1936,5.6,0,0,1,0,Robert F. Hill
13227,Change of Life,2006,5.4,0,0,1,0,Amy McClung
13228,Pray TV,1980,5.3,0,0,1,0,Rick Friedberg
13229,Desert Command,1946,4.9,0,0,1,0,"Colbert Clark,Armand Schaefer"
13230,The First Secret City,2015,7.7,0,0,1,0,"Alison Carrick,C.D. Stelzer"
13231,Black Eagle Of Santa Fe,1965,5.3,0,0,1,0,Ernst Hofbauer
13232,Jungle Tales,2017,3.6,0,0,1,0,"Liliana Romero,Liliana Romero,Norman Ruiz,Norman Ruiz"
13233,I Really Hate My Job,2007,5.2,0,0,1,0,Oliver Parker
13234,Song of Texas,1943,6.4,0,0,1,0,Joseph Kane
13235,Morgan's Ferry,1999,5.5,0,0,1,0,Sam Pillsbury
13236,Haunted 2: Apparitions,2018,1.9,0,0,1,0,"Steven M. Smith,Mark Behar,Zane Casablanca,Svenja Quazzani,Zane Quazzani"
13237,My Little Sister,2016,3.1,0,0,1,0,"Stéphanie Chuat,Véronique Reymond"
13238,Anjaneya,2003,3.7,0,0,1,0,N. Maharajan
13239,Jackson Bolt,2018,4.2,0,0,1,0,A'Ali de Sousa
13240,A Clown's Recovery,2013,7.0,0,0,1,0,Matthew Broomfield
13241,Dushmani: A Violent Love Story,1995,5.1,0,0,1,0,"Sanjay Khanna,Karan Razdan,Bunty Soorma"
13242,Carter's Army,1970,5.0,0,0,1,0,George McCowan
13243,Diamond Cartel,2017,3.0,0,0,1,0,Salamat Mukhammed-Ali
13244,Breaking Through,2013,7.8,0,0,1,0,John Swetnam
13245,Displacement,2017,4.4,0,0,1,0,Kenneth Mader
13246,Machine Head,2013,2.7,0,0,1,0,Jim Valdez
13247,The Last of the Vikings,1961,5.0,0,0,1,0,Giacomo Gentilomo
13248,The 13th Man,2019,8.2,0,0,1,0,Charlie Minn
13249,Dead List,2018,3.0,0,0,1,0,"Holden Andrews,Ivan Asen,Victor Mathieu"
13250,Hot Rod Girl,1956,5.2,0,0,1,0,Leslie H. Martinson
13251,Jesse James Meets Frankenstein's Daughter,1966,3.2,0,0,1,0,William Beaudine
13252,Stalking Santa,2006,5.4,0,0,1,0,Greg Kiefer
13253,Antisocial Behavior,2014,4.3,0,0,1,0,Kenneth Guertin
13254,Cowboy and the Senorita,1944,5.9,0,0,1,0,Joseph Kane
13255,American Bystander,2016,6.4,0,0,1,0,Gabriel Dohrn
13256,A Wedding Most Strange,2011,4.3,0,0,1,0,Trevor Garlick
13257,Idaho The Movie,2012,7.4,0,0,1,0,Tom Hadzor
13258,Mission of Burma: Not a Photograph - The Mission of Burma Story,2006,7.2,0,0,1,0,"Jeffrey Iwanicki,David A. Kleiler Jr."
13259,Drinksgiving,2018,3.8,0,0,1,0,"Bart Elfrink,Matthew Olmon"
13260,Crackerjack,1994,4.6,0,0,1,0,Paul Moloney
13262,The Reckoning: Remembering the Dutch Resistance,2007,6.6,0,0,1,0,John F. Evans
13263,Bad Girl Island,2007,3.4,0,0,1,0,Stewart Raffill
13264,Death Falls,1991,5.6,0,0,1,0,June Samson
13265,Sleepwalkers Who Kill,2001,5.6,0,0,1,0,Andy Webb
13266,Tom Thumb Meets Thumbelina,1996,5.9,0,0,1,0,Diane Eskenazi
13267,The Flemish Farm,1943,5.9,0,0,1,0,Jeffrey Dell
13268,Trapper Jake,2013,7.8,0,0,1,0,Pieter Kruit
13269,Adolf Hitler - My Part in His Downfall,1973,5.8,0,0,1,0,Norman Cohen
13270,Barrio Brawler,2013,4.0,0,0,1,0,Jose Montesinos
13271,A Small Good Thing,2015,5.9,0,0,1,0,Pamela Tanner Boll
13272,Deep Evil,2004,4.0,0,0,1,0,Pat Williams
13273,Night Claws,2012,2.5,0,0,1,0,David A. Prior
13274,One Step Behind,2015,6.9,0,0,1,0,Birger Larsen
13275,Shaolin Deadly Kicks,1982,5.5,0,0,1,0,Wu Ma
13276,Hail Caesar,1994,3.2,0,0,1,0,Anthony Michael Hall
13277,Calendar Girl,1947,6.0,0,0,1,0,John Whitesell
13278,Samouraïs,2002,3.3,0,0,1,0,Giordano Gederlini
13280,She Had to Choose,1934,6.1,0,0,1,0,Ralph Ceder
13281,The Hairy Ape,1944,6.2,0,0,1,0,Alfred Santell
13282,Final Appointment,1954,6.1,0,0,1,0,Terence Fisher
13283,Alien Agenda: Project Grey,2007,3.6,0,0,1,0,"Christian Blaze,Crystal-Dawn Rosales"
13284,Law Point,2014,5.3,0,0,1,0,Lijin Jose
13285,Hybrid,2007,3.3,0,0,1,0,Yelena Lanskaya
13286,The Perfect Weapon,2016,3.1,0,0,1,0,Mark DiSalle
13287,A Troubled Mind,2015,5.0,0,0,1,0,Robert L. Parker III
13288,The Brick House,2013,5.0,0,0,1,0,Gustavo Cervantes
13289,Ibiza Undead,2016,3.2,0,0,1,0,Andy Edwards
13290,Rim of the Canyon,1949,6.5,0,0,1,0,Don Siegel
13291,"OK, Good",2012,6.1,0,0,1,0,Daniel Martinico
13292,The Ouija Experiment,2011,3.2,0,0,1,0,"Israel Luna,Josey Wells"
13293,The Four Deuces,1976,4.4,0,0,1,0,William H. Bushnell
13294,Not Quite an Angel,1999,5.2,0,0,1,0,Jerry P. Jacobs
13295,Disconnect,2010,4.2,0,0,1,0,Henry Alex Rubin
13296,Ghost Witch,2015,3.9,0,0,1,0,Joseph Lavender
13297,Chrome and Hot Leather,1971,5.4,0,0,1,0,Lee Frost
13298,Palace of Silents,2010,6.5,0,0,1,0,Iain Kennedy
13299,David Bromberg: Unsung Treasure,2012,8.1,0,0,1,0,Beth Toni Kruvant
13300,Van Halen: The Van Halen Story,2003,5.5,0,0,1,0,Eduardo Eguia Dibildox
13301,HEART: Flatline to Finish Line,2016,8.1,0,0,1,0,David Watkins
13302,Jimmy Dore: Sentenced To Live,2015,7.0,0,0,1,0,Jay Karas
13303,The Greatest Man in the World,1980,6.4,0,0,1,0,Ralph Rosenblum
13304,A Letter for Joe,2013,5.9,0,0,1,0,De Miller
13305,H and G,2013,5.6,0,0,1,0,"Chad Dossett,Melanie Merkosky"
13306,Kalki,1996,6.5,0,0,1,0,Prasanth Varma
13307,The Other Side of the Mirror,2016,2.3,0,0,1,0,Zach Hamer
13308,The Last Alarm,1940,5.9,0,0,1,0,William West
13309,In Old Caliente,1939,5.8,0,0,1,0,Joseph Kane
13310,Sunset Serenade,1942,6.6,0,0,1,0,Joseph Kane
13311,Rough Draft,1998,3.5,0,0,1,0,Joshua Wallace
13312,Navy SEALS v Demons,2017,4.6,0,0,1,0,Jeffrey Reyes
13313,The Gunman From Bodie,1941,6.6,0,0,1,0,Spencer Gordon Bennet
13314,The Pusher,1960,6.5,0,0,1,0,Matthew Vaughn
13315,The Hurricane Express,1932,5.4,0,0,1,0,"J.P. McGowan,Armand Schaefer"
13316,Back Road Diner,1999,4.7,0,0,1,0,Winston I. Dunlop II
13317,Land Grab,2016,7.4,0,0,1,0,Sean King O'Grady
13323,The Mugger,1958,6.0,0,0,1,0,William Berke
13324,Dance for Me,2012,6.7,0,0,1,0,Katrine Philp
13326,Age of the Dragons,2011,3.4,0,0,1,0,Ryan Little
13327,Whirlwind,2007,5.3,0,0,1,0,Richard LeMay
13328,Doctor Spine,2011,5.4,0,0,1,0,John Wesley Norton
13329,Skyway,1933,5.7,0,0,1,0,Lewis D. Collins
13331,The Duel of the Century,1981,6.2,0,0,1,0,Yuen Chor
13332,Godmonster of Indian Flats,1973,3.9,0,0,1,0,Fredric Hobbs
13333,Last Flight Out,2004,5.5,0,0,1,0,Jerry Jameson
13334,The Casserole Club,2012,4.9,0,0,1,0,Steve Balderson
13335,Telling of the Shoes,2014,5.3,0,0,1,0,Amanda Goodwin
13336,Sprawling from Grace,2008,7.3,0,0,1,0,David M. Edwards
13337,The Last Flight of Petr Ginz,2012,8.0,0,0,1,0,"Sandra Dickson,Churchill Roberts"
13338,Way Down South,1939,5.5,0,0,1,0,"Leslie Goodwins,Bernard Vorhaus"
13339,The Screaming Skull,1958,3.8,0,0,1,0,Alex Nicol
13340,Neath the Arizona Skies,1934,5.1,0,0,1,0,Harry L. Fraser
13341,The Rocky Mountain Fly Highway,2014,7.9,0,0,1,0,Tom Hadzor
13343,BloodRayne: Deliverance,2007,2.6,0,0,1,0,Uwe Boll
13344,Avarice,2017,3.9,0,0,1,0,Matthew Schilling
13345,The Twilight People,1972,4.0,0,0,1,0,Eddie Romero
13346,"Run, Hide, Die",2015,3.1,0,0,1,0,Collin Joseph Neal
13347,The Sklar Brothers: What Are We Talking About?,2014,5.8,0,0,1,0,Jay Chapman
13348,Play Nice,2014,6.6,0,0,1,0,Terri Treas
13349,The Norse: An Arctic Mystery,2012,6.8,0,0,1,0,Andrew Gregg
13350,Queen of Condoms,2007,6.9,0,0,1,0,"Silvana Ceschi,Reto Stamm"
13351,Angel Camouflaged,2010,5.4,0,0,1,0,R. Michael Givens
13352,Billboard,2019,5.2,0,0,1,0,Zeke Zelker
13353,Udanchhoo,2018,3.8,0,0,1,0,Vipin Parashar
13354,Held Hostage,2009,4.9,0,0,1,0,Robert A. Endelson
13355,Skating to New York,2013,5.6,0,0,1,0,Charles Minsky
13356,The Woman Condemned,1934,4.4,0,0,1,0,Dorothy Davenport
13357,Hunting Evil,2019,1.6,0,0,1,0,Charles Peterson
13358,Samson and the Seven Miracles of the World,1961,5.0,0,0,1,0,Riccardo Freda
13359,Nuclear Family,2012,5.2,0,0,1,0,Vivi Friedman
13360,The Inquisition of Camilo Sanz,2014,6.4,0,0,1,0,John Marco Lopez
13361,Calígula,2015,5.6,0,0,1,0,Tinto Brass
13362,Turning Point,2013,6.7,0,0,1,0,Giannis Dalianidis
13363,Where Evil Lives,1991,3.9,0,0,1,0,"Richard L. Fox,Stephen A. Maier,Kevin G. Nunan"
13364,Lost Treasure,2003,3.8,0,0,1,0,Jim Wynorski
13365,The Imagemaker,1986,5.1,0,0,1,0,Doug Atchison
13366,Mind and Machine,2017,3.0,0,0,1,0,Brock Humphrey
13367,Territorial Behavior,2015,3.9,0,0,1,0,Peter Bergin
13368,Time Again,2011,5.2,0,0,1,0,Ray Karwel
13369,Costa Rican Summer,2010,2.7,0,0,1,0,Jason Matthews
13370,Yellowneck,1955,4.3,0,0,1,0,R. John Hugh
13371,A Path in Time,2005,4.5,0,0,1,0,Keith Eidse
13372,Daniel's Lot,2010,5.3,0,0,1,0,De Miller
13373,Dutch Kills,2015,5.1,0,0,1,0,Joseph Mazzella
13374,Blazing Barriers,1937,5.2,0,0,1,0,Aubrey Scotto
13375,Breakdown Lane,2017,2.7,0,0,1,0,"Bob Schultz,Robert Conway"
13376,"Karl Rove, I Love You",2007,6.4,0,0,1,0,"Dan Butler,Phil Leirness"
13377,The Nine Lives of Marion Barry,2009,7.1,0,0,1,0,"Dana Flor,Toby Oppenheimer"
13378,Playback,2010,6.3,0,0,1,0,Oley Sassone
13379,Palooka,1934,6.2,0,0,1,0,Benjamin Stoloff
13380,Chihuahua too!,2013,4.5,0,0,1,0,Morgan Most
13381,Enchiridion,2012,5.4,0,0,1,0,Mark Beal
13382,Western Religion,2015,4.0,0,0,1,0,James O'Brien
13383,Rhythm in the Clouds,1937,5.7,0,0,1,0,John H. Auer
13384,In Their Own Words: The Tuskegee Airmen,2016,7.3,0,0,1,0,Denton Adkinson
13385,Bandhan,1998,4.8,0,0,1,0,Rabi Kinagi
13386,Maximum Shame,2010,2.6,0,0,1,0,Carlos Atanes
13387,Gallagher: We Need a Hero,1992,6.2,0,0,1,0,Jerry Kramer
13388,Roll on Texas Moon,1946,6.2,0,0,1,0,William Witney
13389,Craig Shoemaker: Daditude,2012,6.7,0,0,1,0,Manny Rodriguez
13390,Bheegi Raat,1965,6.3,0,0,1,0,Kalidas
13391,The Whispering Skull,1944,6.3,0,0,1,0,Elmer Clifton
13392,Are You Scared 2,2009,2.3,0,0,1,0,"John Lands,Russell Appling"
13393,Bucksville,2011,5.2,0,0,1,0,Chel White
13394,Off Shore,2012,3.8,0,0,1,0,Sven J. Matten
13395,The Callback Queen,2013,4.4,0,0,1,0,Graham Cantwell
13396,Unexpected Places,2012,3.5,0,0,1,0,Michael Brennan
13397,Theatre of the Deranged II,2013,5.3,0,0,1,0,"James Cullen Bressack,Shawn Burkett,Eric Hollerbach,Christopher Leto,Dustin Mills,Shane Ryan"
13398,Laughterhouse,1985,6.0,0,0,1,0,Richard Eyre
13399,Hands of a Stranger,1962,5.1,0,0,1,0,Newt Arnold
13400,American Warships,2012,2.7,0,0,1,0,Thunder Levin
13401,31 North 62 East,2009,4.1,0,0,1,0,Tristan Loraine
13402,Lamhaa,2010,5.1,0,0,1,0,Rahul Dholakia
13403,Campbell's Kingdom,1957,6.3,0,0,1,0,Ralph Thomas
13404,Carnage for the Destroyer,2006,4.0,0,0,1,0,Chris Seaver
13405,Blast,1997,4.4,0,0,1,0,Sanjay Gadhvi
13406,The Boatman,2015,6.0,0,0,1,0,Greg Morgan
13407,Metamorphosis,1990,3.8,0,0,1,0,Hong-seon Kim
13408,Wedding Day,2012,3.0,0,0,1,0,"André Gordon,Dale Fabrigar"
13409,He Who Dares: Downing Street Siege,2014,2.8,0,0,1,0,Paul Tanter
13410,The Odyssey of Destiny,2014,4.9,0,0,1,0,Brent Hoover
13411,The Mysterious Mr. Wong,1934,4.9,0,0,1,0,William Nigh
13412,Lottery Road,2018,6.8,0,0,1,0,Charlie Dees
13413,The Audition,2013,6.6,0,0,1,0,Martin Scorsese
13414,The Legend of Black Annie,2015,3.2,0,0,1,0,"Terrence Flack,Shane Woodson"
13415,Sucker Money,1933,4.8,0,0,1,0,"Dorothy Davenport,Melville Shyer"
13416,The Alamo: A True Story of Courage,2004,5.8,0,0,1,0,Lynn Stevenson
13417,My Brother's Keeper,2004,5.7,0,0,1,0,Kevan Otto
13418,As Night Falls,2010,2.7,0,0,1,0,Joe Davison
13419,Robert,2015,3.1,0,0,1,0,Andrew Jones
13420,The Da Vinci Code Decoded,2004,5.4,0,0,1,0,Richard Metzger
13421,California 90420,2012,6.1,0,0,1,0,Dean Shull
13422,Dark Silence,2016,3.1,0,0,1,0,Raffaele Picchio
13423,Barstool Cowboy,2009,4.7,0,0,1,0,Mark Thimijan
13424,Shaolin Kung Fu Master,1980,5.7,0,0,1,0,Jimmy Shaw
13425,Rent Control,2003,3.8,0,0,1,0,David Eric Brenner
13426,Golden Winter,2012,4.2,0,0,1,0,Tom Seidman
13427,My Husband Is a Millionaire,1988,7.1,0,0,1,0,"Sachin Pilgaonkar,Sachin"
13428,Someone I Touched,1975,6.9,0,0,1,0,Lou Antonio
13429,The Little Bird and the Squirrel,2015,6.0,0,0,1,0,Lena von Döhren
13430,AE: Apocalypse Earth,2013,3.3,0,0,1,0,Thunder Levin
13431,The Knot,2012,4.5,0,0,1,0,Jesse Lawrence
13432,Lake Alice,2017,3.7,0,0,1,0,Ben Milliken
13433,Rabid Love,2013,3.1,0,0,1,0,Paul J. Porter
13434,The Angry Brigade: The Spectacular Rise and Fall of Britain's First Urban Guerilla Group,1973,8.4,0,0,1,0,Gordon Carr
13435,Dirty Energy,2012,7.7,0,0,1,0,Bryan D. Hopkins
13436,Mazdoor,1983,6.6,0,0,1,0,Ravi Chopra
13437,Dark Mountain,1944,5.4,0,0,1,0,Lou Simon
13439,Apollo 8: Christmas at the Moon,2002,6.7,0,0,1,0,Elliott Haimoff
13440,Dragonfyre,2013,3.4,0,0,1,0,Kohl Glass
13441,Feats First: The Life and Music of Lowell George,2015,7.9,0,0,1,0,Elio Espana
13442,Panman,2010,3.2,0,0,1,0,"Tim Pilleri,Jim Zaguroli,Andrew Genser,Brett Register,Dan Riesser"
13443,Buckets,2017,6.4,0,0,1,0,Julia Jones
13444,Terror at Blood Fart Lake,2009,3.9,0,0,1,0,Chris Seaver
13445,Streets of Plenty,2010,6.4,0,0,1,0,"Alex Kleider,Corey Ogilvie"
13446,Bear with Me,2000,5.5,0,0,1,0,Paul Ziller
13447,The Virgin of Juarez,2006,4.7,0,0,1,0,Kevin James Dobson
13448,Atlantic Rim: Resurrection,2018,1.8,0,0,1,0,Jared Cohn
13449,Exodus 1947,1997,6.6,0,0,1,0,"Robby Henson,Elizabeth Rodgers"
13450,Shaolin vs. Ninja,1983,5.3,0,0,1,0,Robert Tai
13451,Kaanchi: The Unbreakable,2014,4.3,0,0,1,0,Subhash Ghai
13452,Termite: The Walls Have Eyes,2011,3.5,0,0,1,0,John Walcutt
13453,The Last Revolutionary,2017,7.6,0,0,1,0,Michael Brewer
13455,American Conjuring,2016,2.4,0,0,1,0,"Dan Walton,Dan Zachary"
13456,Blood Monkey,2007,3.1,0,0,1,0,Robert Young
13458,The Game of Truth,2004,5.7,0,0,1,0,Robert Hossein
13459,High Powered,1945,5.5,0,0,1,0,William Berke
13460,Love in the Nick of Tyme,2009,6.2,0,0,1,0,David E. Talbert
13461,Lost: MH 370,2014,5.3,0,0,1,0,Caro Meldrum-Hanna
13462,TNT Jackson,1974,4.7,0,0,1,0,Cirio H. Santiago
13463,Mega Shark vs. Crocosaurus,2010,2.4,0,0,1,0,Christopher Ray
13464,Paranormal Whacktivity,2013,2.3,0,0,1,0,Roger Roth
13465,Boy of the Streets,1937,5.9,0,0,1,0,William Nigh
13466,Things 4,2017,2.5,0,0,1,0,"Dennis Devine,Thera Min"
13467,Finding Traction,2014,6.5,0,0,1,0,"Jaime Jacobsen,Charles Dye"
13468,Inside the Garbage of the World,2016,6.8,0,0,1,0,Philippe Carillo
13469,Unsolved Suburbia,2010,3.5,0,0,1,0,Steven Vasquez
13470,Izzie's Way Home,2016,1.6,0,0,1,0,Sasha Burrow
13471,JT: Reflections,2013,7.3,0,0,1,0,Stephen Rocha
13472,The Hidden Faith of the Founding Fathers,2011,5.6,0,0,1,0,Christian J. Pinto
13473,I Got Five on It,2005,4.6,0,0,1,0,"Eduardo Quiroz,Jose Quiroz"
13474,When the Lights Go Out,2010,6.1,0,0,1,0,Craig Deering
13475,No Weapon Shall Prosper,2014,6.1,0,0,1,0,"Michael Lemelle,April Marcell"
13476,The Vengeance of Ursus,1961,4.8,0,0,1,0,Luigi Capuano
13477,Goth,2003,3.4,0,0,1,0,Brad Sykes
13478,When Justice Fails,1999,4.8,0,0,1,0,Allan A. Goldstein
13479,The Summoning,2017,3.3,0,0,1,0,Rebecca Zlotowski
13480,Are You Scared?,2006,3.1,0,0,1,0,Andy Hurst
13481,Voices in the Tunnels,2008,6.9,0,0,1,0,Vic David
13482,Donkey X,2007,4.6,0,0,1,0,Jose Pozo
13483,Anneliese: The Exorcist Tapes,2011,2.9,0,0,1,0,Jude Gerard Prest
13484,Daniel's Daughter,2008,6.1,0,0,1,0,Neill Fearnley
13485,Speedunnodu,2016,4.6,0,0,1,0,Srinivasa Rao Bhimaneni
13486,Little Spirit: Christmas in New York,2008,5.0,0,0,1,0,"Leopoldo Gout,Susan Holden"
13487,D.W. And the Beastly Birthday Party,2017,7.6,0,0,1,0,Greg Bailey
13488,Unnatural & Accidental,2006,4.6,0,0,1,0,Carl Bessai
13489,Rats,2003,3.5,0,0,1,0,"Bruno Mattei,Claudio Fragasso"
13490,Jesse James' Women,1954,4.5,0,0,1,0,Don 'Red' Barry
13491,Paradise Island,1930,5.0,0,0,1,0,Harold Ramis
13492,Fish N Chips: The Movie,2013,4.9,0,0,1,0,Dan Krech
