index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors
3599,Fighting with My Family,2019,7.1,0,1,1,0,Stephen Merchant
3600,Bumblebee,2018,6.8,0,1,1,0,Travis Knight
3601,Rango,2011,7.2,0,1,1,0,Gore Verbinski
3602,Instant Family,2018,7.3,0,1,1,0,Sean Anders
3603,13 Assassins,2010,7.6,0,1,0,0,Takashi Miike
3604,The Host,2006,7.1,0,1,0,0,Bong Joon Ho
3605,Volver,2006,7.6,0,1,0,0,Pedro Almodóvar
3606,We Need to Talk About Kevin,2011,7.5,0,1,1,0,Lynne Ramsay
3607,Let Me In,2010,7.1,0,1,0,0,Matt Reeves
3608,Three Identical Strangers,2018,7.7,0,1,0,0,Tim Wardle
3609,A Simple Favor,2018,6.8,0,1,1,0,Paul Feig
3610,Creed II,2018,7.1,0,1,1,0,Steven Caple Jr.
3611,Loving Vincent,2017,7.8,0,1,0,0,"Dorota Kobiela,Hugh Welchman"
3612,Megamind,2010,7.2,0,1,0,0,Tom McGrath
3613,Honeyland,2019,8.0,0,1,0,0,"Tamara Kotevska,Ljubomir Stefanov"
3614,The Full Monty,1997,7.2,0,1,0,0,Peter Cattaneo
3615,Abominable,2019,7.0,0,1,1,0,"Jill Culton,Todd Wilderman"
3616,The Chaser,2008,7.9,0,1,0,0,Hong-jin Na
3617,Hotel Mumbai,2018,7.6,0,1,0,0,Anthony Maras
3618,Nobody Knows,2004,8.1,0,1,0,0,Hirokazu Koreeda
3619,Ninja Scroll,1993,7.9,0,1,0,0,Yoshiaki Kawajiri
3620,Chicken Run,2000,7.0,0,1,0,0,"Peter Lord,Nick Park"
3621,Swingers,1996,7.2,0,1,0,0,Doug Liman
3622,"Food, Inc.",2008,7.8,0,1,0,0,Robert Kenner
3623,Embrace of the Serpent,2015,7.9,0,1,1,0,Ciro Guerra
3624,Melancholia,2011,7.2,0,1,0,0,Lars von Trier
3625,Minding the Gap,2019,8.1,0,1,0,0,Bing Liu
3626,The Second Mother,2015,7.8,0,1,1,0,Anna Muylaert
3627,Notes on a Scandal,2006,7.4,0,1,0,0,Richard Eyre
3628,Star Trek VI: The Undiscovered Country,1991,7.2,0,1,1,0,Nicholas Meyer
3629,Love & Mercy,2015,7.4,0,1,1,0,Bill Pohlad
3630,A Taxi Driver,2017,7.8,0,1,0,0,Hun Jang
3631,The Prince of Egypt,1998,7.1,0,1,0,0,"Brenda Chapman,Steve Hickner,Simon Wells"
3632,Tickled,2016,7.6,0,1,0,0,"David Farrier,Dylan Reeve"
3633,Sorry to Bother You,2018,6.9,0,1,0,0,Boots Riley
3634,The Way Back,2010,7.3,0,1,1,0,Gavin O'Connor
3635,Detroit,2017,7.3,0,1,0,0,Kathryn Bigelow
3636,Risky Business,1983,6.8,0,1,0,0,Paul Brickman
3637,The Biggest Little Farm,2019,8.1,0,1,0,0,John Chester
3638,Lucky,2017,7.3,0,1,1,0,John Carroll Lynch
3639,Border,2018,7.0,0,1,0,0,Ali Abbasi
3640,Natural Born Killers,1994,7.3,0,1,0,0,Oliver Stone
3641,If Beale Street Could Talk,2018,7.1,0,1,0,0,Barry Jenkins
3642,Horton Hears a Who!,2008,6.8,0,1,0,0,"Jimmy Hayward,Steve Martino"
3643,Romancing the Stone,1984,6.9,0,1,0,0,Robert Zemeckis
3644,The Beatles: Eight Days a Week - The Touring Years,2016,7.8,0,1,0,0,Ron Howard
3645,Phone Booth,2002,7.0,0,1,0,0,Joel Schumacher
3646,Gods and Monsters,1998,7.4,0,1,0,0,Bill Condon
3647,Force Majeure,2014,7.3,0,1,0,0,"Nat Faxon,Jim Rash"
3648,Turtles Can Fly,2005,8.1,0,1,0,0,Bahman Ghobadi
3649,Thelma,2017,7.0,0,1,0,0,Joachim Trier
3650,The Sisters Brothers,2018,7.0,0,1,0,0,Jacques Audiard
3651,Tangerine,2015,7.1,0,1,0,0,Sean Baker
3652,Monos,2019,7.1,0,1,0,0,Alejandro Landes
3653,The Nightingale,2019,7.3,0,1,0,0,Jennifer Kent
3654,BPM (Beats per Minute),2017,7.4,0,1,0,0,Robin Campillo
3655,Bend It Like Beckham,2002,6.6,0,1,0,0,Gurinder Chadha
3656,Hud,1963,7.8,0,1,1,0,Martin Ritt
3658,The Book of Eli,2010,6.9,0,1,0,0,"Albert Hughes,Allen Hughes"
3659,The 12th Man,2017,7.4,0,1,0,0,Harald Zwart
3660,The Messenger,2009,7.1,0,1,1,0,Oren Moverman
3661,Cartel Land,2015,7.4,0,1,1,0,Matthew Heineman
3662,Professor Marston and the Wonder Women,2017,7.1,0,1,0,0,Angela Robinson
3663,A Brilliant Young Mind,2014,7.1,0,1,1,0,Morgan Matthews
3664,Antz,1998,6.5,0,1,0,0,"Eric Darnell,Tim Johnson"
3665,The Next Three Days,2010,7.4,0,1,1,0,Paul Haggis
3666,Megan Leavey,2017,7.1,0,1,0,0,Gabriela Cowperthwaite
3667,Jesus Camp,2006,7.4,0,1,0,0,"Heidi Ewing,Rachel Grady"
3668,RBG,2018,7.5,0,1,0,0,"Julie Cohen,Betsy West"
3669,Wild Rose,2019,7.2,0,1,0,0,Tom Harper
3670,Kinsey,2004,7.0,0,1,0,0,Bill Condon
3671,Demolition Man,1993,6.7,0,1,0,0,Marco Brambilla
3672,Spirit: Stallion of the Cimarron,2002,7.1,0,1,0,0,"Kelly Asbury,Lorna Cook"
3673,"The Good, The Bad, The Weird",2008,7.3,0,1,0,0,Jee-woon Kim
3674,"Waiting for ""Superman""",2010,7.5,0,1,1,0,Davis Guggenheim
3675,The Skeleton Twins,2014,6.8,0,1,1,0,Craig Johnson
3676,I Can Only Imagine,2018,7.3,0,1,1,0,"Andrew Erwin,Jon Erwin"
3677,Woman at War,2018,7.4,0,1,0,0,Benedikt Erlingsson
3678,Johnny Guitar,1954,7.7,0,1,1,0,Nicholas Ray
3679,Jane,2017,7.8,0,1,0,1,Julian Jarrold
3680,Monster House,2006,6.6,0,1,0,0,Gil Kenan
3681,Hail Satan?,2019,7.3,0,1,0,0,Penny Lane
3682,Ingrid Goes West,2017,6.6,0,1,0,0,Matt Spicer
3683,Dogman,2018,7.2,0,1,0,0,Matteo Garrone
3684,Anthropoid,2016,7.2,0,1,0,0,Sean Ellis
3685,Missing Link,2019,6.7,0,1,0,0,Chris Butler
3686,Star Trek III: The Search for Spock,1984,6.7,0,1,1,0,Leonard Nimoy
3687,Cashback,2006,7.2,0,1,0,0,Sean Ellis
3688,"Juliet, Naked",2018,6.6,0,1,1,0,Jesse Peretz
3689,The Absent One,2014,7.1,0,1,0,0,Mikkel Nørgaard
3690,Big Time Adolescence,2020,7.0,0,1,0,0,Jason Orley
3691,Get Smart,2008,6.5,0,1,0,0,Peter Segal
3692,"Life, Animated",2016,7.5,0,1,0,0,Roger Ross Williams
3693,Sands of Iwo Jima,1949,7.1,0,1,0,0,Allan Dwan
3694,Killer Joe,2011,6.7,0,1,0,0,William Friedkin
3695,Sword Art Online: The Movie - Ordinal Scale,2017,7.4,0,1,0,0,Tomohiko Itô
3696,The Wave,2015,6.7,0,1,0,0,Gille Klabin
3697,Colossal,2016,6.2,0,1,0,0,Nacho Vigalondo
3698,Luce,2019,6.7,0,1,0,0,Julius Onah
3699,Oculus,2014,6.5,0,1,0,0,Mike Flanagan
3700,Standing in the Shadows of Motown,2002,7.8,0,1,1,0,Paul Justman
3701,Borg vs McEnroe,2017,6.9,0,1,0,0,Janus Metz
3702,Denial,2016,6.7,0,1,0,0,Mick Jackson
3703,Best of Enemies,2015,7.6,0,1,0,0,"Robert Gordon,Morgan Neville"
3704,Prospect,2018,6.2,0,1,0,0,"Christopher Caldwell,Zeek Earl"
3705,Arbitrage,2012,6.6,0,1,1,0,Nicholas Jarecki
3706,Plus One,2019,6.6,0,1,0,0,"Jeff Chan,Andrew Rhymer"
3707,Active Measures,2018,7.9,0,1,0,0,Jack Bryan
3708,Amazing Grace,2018,7.5,0,1,0,0,Michael Apted
3709,The Art of Self-Defense,2019,6.7,0,1,0,0,Riley Stearns
3710,The Clovehitch Killer,2018,6.5,0,1,0,0,Duncan Skiles
3711,Rare Exports: A Christmas Tale,2010,6.7,0,1,1,0,Jalmari Helander
3712,Venus in Fur,2013,7.2,0,1,0,0,Roman Polanski
3713,Jackass 3D,2010,7.0,0,1,1,0,Jeff Tremaine
3714,I Kill Giants,2018,6.2,0,1,0,0,Anders Walter
3715,The Queen of Versailles,2012,7.1,0,1,0,0,Lauren Greenfield
3716,2 Days in Paris,2007,6.8,0,1,1,0,Julie Delpy
3717,The Wrecking Crew,2008,7.6,0,1,0,0,Phil Karlson
3718,The Villainess,2017,6.7,0,1,0,0,Byung-gil Jung
3719,Europa Report,2013,6.4,0,1,0,0,Sebastián Cordero
3720,The Cooler,2003,6.9,0,1,1,0,Wayne Kramer
3721,In the Fade,2017,7.1,0,1,0,0,Fatih Akin
3722,The Road to El Dorado,2000,6.9,0,1,0,0,"Bibo Bergeron,Don Paul,Jeffrey Katzenberg"
3723,Christine,2016,6.9,0,1,0,0,John Carpenter
3724,Hearts Beat Loud,2018,6.9,0,1,0,0,Brett Haley
3726,Angel of Mine,2019,6.5,0,1,0,0,Kim Farrant
3727,Hounds of Love,2016,6.5,0,1,0,0,Ben Young
3728,Pawn Sacrifice,2015,7.0,0,1,0,0,Edward Zwick
3729,Transformers: Dark of the Moon,2011,6.2,0,1,1,0,Michael Bay
3730,Ben Is Back,2018,6.7,0,1,0,0,Peter Hedges
3731,Wayne's World 2,1993,6.2,0,1,1,0,Stephen Surjik
3732,No Strings Attached,2011,6.2,0,1,1,0,Ivan Reitman
3733,Along with the Gods: The Two Worlds,2017,7.3,0,1,0,0,Yong-hwa Kim
3734,Young & Beautiful,2013,6.7,0,1,0,0,François Ozon
3735,The Pirates! In an Adventure with Scientists!,2012,6.7,0,1,0,0,"Peter Lord,Jeff Newitt"
3736,Lo and Behold: Reveries of the Connected World,2016,7.0,0,1,0,0,Werner Herzog
3737,Operation Finale,2018,6.6,0,1,1,0,Chris Weitz
3738,78/52,2017,7.3,0,1,0,0,Alexandre O. Philippe
3739,Gloria,2013,6.8,0,1,0,0,Edward Zwick
3740,Princess Cyd,2017,6.7,0,1,0,0,Stephen Cone
3741,The Domestics,2018,5.7,0,1,1,0,Mike P. Nelson
3742,Andy Irons: Kissed by God,2018,8.3,0,1,1,0,"Steve Jones,Todd Jones"
3743,Joe Strummer: The Future Is Unwritten,2007,7.6,0,1,0,0,Julien Temple
3744,The Commuter,2018,6.3,0,1,1,0,Jaume Collet-Serra
3745,Dirty Wars,2013,7.5,0,1,0,0,Rick Rowley
3746,Soul Food,1997,7.0,0,1,0,0,George Tillman Jr.
3747,Sidewalls,2011,7.5,0,1,0,0,Gustavo Taretto
3748,Miss Stevens,2016,6.6,0,1,0,0,Julia Hart
3749,Footloose,2011,5.9,0,1,1,0,Craig Brewer
3750,Charlotte's Web,1973,6.9,0,1,1,0,Gary Winick
3751,Shirley Valentine,1989,7.2,0,1,0,0,Lewis Gilbert
3752,Drinking Buddies,2013,6.1,0,1,0,0,Joe Swanberg
3753,The Keeper of Lost Causes,2013,7.2,0,1,0,0,Mikkel Nørgaard
3754,Sea of Shadows,2019,7.2,0,1,0,0,"Richard Ladkani,Sean Bogle,Matthew Podolsky"
3755,Oh Lucy!,2017,6.8,0,1,0,0,Atsuko Hirayanagi
3756,The Spy Who Dumped Me,2018,6.0,0,1,1,0,Susanna Fogel
3757,Skate Kitchen,2018,6.8,0,1,0,0,Crystal Moselle
3758,Experimenter,2015,6.6,0,1,0,0,Michael Almereyda
3759,What They Had,2018,6.6,0,1,0,0,Elizabeth Chomko
3760,Burn,2012,7.5,0,1,1,0,Mike Gan
3761,Margarita with a Straw,2015,7.2,0,1,1,0,"Shonali Bose,Nilesh Maniyar"
3762,Odd Thomas,2013,6.8,0,1,1,0,Stephen Sommers
3763,Every Day,2018,6.4,0,1,1,0,Michael Sucsy
3764,Nothing Like a Dame,2018,7.3,0,1,0,0,Roger Michell
3765,Brian Banks,2019,7.1,0,1,0,0,Tom Shadyac
3766,It's a Disaster,2013,6.4,0,1,1,0,Todd Berger
3767,The Little Death,2014,7.1,0,1,0,0,Josh Lawson
3768,Becoming Bond,2017,7.5,0,1,0,0,Josh Greenbaum
3769,After the Screaming Stops,2018,7.1,0,1,0,0,"Joe Pearlman,David Soutar"
3770,Slums of Beverly Hills,1998,6.6,0,1,0,0,Tamara Jenkins
3771,Lords of Chaos,2019,6.5,0,1,0,0,Jonas Åkerlund
3772,The Frozen Ground,2013,6.4,0,1,1,0,Scott Walker
3773,Paranoid Park,2007,6.7,0,1,0,0,Gus Van Sant
3774,The Hunchback of Notre Dame,1923,7.3,0,1,0,1,"Gary Trousdale,Kirk Wise"
3775,Support the Girls,2018,6.4,0,1,0,0,Andrew Bujalski
3776,The China Hustle,2018,7.2,0,1,0,0,Jed Rothstein
3777,Paranormal Activity 3,2011,5.8,0,1,0,0,"Henry Joost,Ariel Schulman"
3778,Death Wish,2018,6.4,0,1,1,0,Eli Roth
3779,Cold Case Hammarskjöld,2019,7.6,0,1,0,0,Mads Brügger
3780,Anna and the Apocalypse,2017,6.0,0,1,1,0,John McPhail
3781,Somm,2013,7.0,0,1,0,0,Jason Wise
3782,"Love, Gilda",2018,7.4,0,1,0,0,Lisa D'Apolito
3783,Star Trek: Insurrection,1998,6.4,0,1,1,0,Jonathan Frakes
3784,Bad Company,1972,7.0,0,1,1,0,Wes Craven
3785,Dior and I,2015,7.3,0,1,1,0,Frédéric Tcheng
3786,"Where'd You Go, Bernadette",2019,6.5,0,1,0,0,Richard Linklater
3787,Gorky Park,1983,6.8,0,1,1,0,Michael Apted
3788,Beach Rats,2017,6.4,0,1,0,0,Eliza Hittman
3789,Manderlay,2005,7.3,0,1,0,0,Lars von Trier
3790,High Strung,2016,6.4,0,1,1,0,Michael Damian
3791,The Last Days,2013,6.1,0,1,1,0,"David Pastor,Àlex Pastor"
3792,Free Willy,1993,6.0,0,1,0,0,Simon Wincer
3793,First Girl I Loved,2016,6.1,0,1,0,0,Kerem Sanga
3794,Man on a Ledge,2012,6.6,0,1,1,0,Asger Leth
3795,Barking Dogs Never Bite,2000,7.0,0,1,0,0,Bong Joon Ho
3796,Destroyer,2018,6.2,0,1,0,0,Karyn Kusama
3797,Meek's Cutoff,2010,6.5,0,1,1,0,Kelly Reichardt
3798,No One Knows About Persian Cats,2009,7.1,0,1,0,0,Bahman Ghobadi
3799,Villains,2019,6.2,0,1,0,0,"Dan Berk,Robert Olsen"
3800,The Limehouse Golem,2016,6.3,0,1,0,0,Juan Carlos Medina
3801,Walking Tall,1973,7.0,0,1,0,0,Kevin Bray
3802,Tragedy Girls,2017,6.0,0,1,0,0,Tyler MacIntyre
3803,Pet Sematary,2019,5.7,0,1,1,0,"Kevin Kölsch,Dennis Widmyer"
3804,The Overnight,2015,6.1,0,1,1,0,Patrick Brice
3805,Star Trek: The Motion Picture,1979,6.4,0,1,1,0,Robert Wise
3806,Crime + Punishment,2018,7.4,0,1,0,0,Rob Schmidt
3807,Vincere,2009,6.9,0,1,0,0,Marco Bellocchio
3808,Southbound,2015,5.9,0,1,1,0,"Roxanne Benjamin,Matt Bettinelli-Olpin,David Bruckner,Tyler Gillett,Patrick Horvath,Justin Martinez,Radio Silence,Chad Villella"
3809,The Quake,2018,6.2,0,1,0,0,John Andreas Andersen
3810,American Ultra,2015,6.1,0,1,1,0,Nima Nourizadeh
3811,Hellbound: Hellraiser II,1988,6.5,0,1,1,0,Tony Randel
3812,The Hero,2017,6.5,0,1,0,0,Brett Haley
3813,Tom of Finland,2017,6.8,0,1,0,0,Dome Karukoski
3814,Fyre Fraud,2019,6.8,0,1,0,0,"Jenner Furst,Julia Willoughby Nason"
3815,David Crosby: Remember My Name,2019,7.2,0,1,0,0,A.J. Eaton
3816,Gilbert,2017,7.4,0,1,0,0,Neil Berkeley
3817,Framing John DeLorean,2019,6.4,0,1,0,0,"Don Argott,Sheena M. Joyce"
3818,Marrowbone,2017,6.6,0,1,0,0,Sergio G. Sánchez
3819,Kusama : Infinity,2018,7.2,0,1,0,0,Heather Lenz
3821,Those People,2015,6.5,0,1,0,0,Joey Kuhn
3822,The Time That Remains,2009,7.1,0,1,0,0,Elia Suleiman
3823,The Mexican,2001,6.1,0,1,0,0,Gore Verbinski
3824,Paranormal Activity 2,2010,5.6,0,1,1,0,Tod Williams
3825,Red Dog: True Blue,2016,6.4,0,1,0,0,Kriv Stenders
3826,Assassination Nation,2018,5.9,0,1,0,0,Sam Levinson
3827,Friends with Kids,2012,6.1,0,1,1,0,Jennifer Westfeldt
3828,Diana Vreeland: The Eye Has to Travel,2012,7.5,0,1,0,0,"Lisa Immordino Vreeland,Bent-Jorgen Perlmutt,Frédéric Tcheng"
3829,I Remember You,2017,6.1,0,1,1,0,Óskar Thór Axelsson
3830,Forever My Girl,2018,6.7,0,1,1,0,Bethany Ashton Wolf
3831,The Furies,1950,7.3,0,1,0,0,Tony D'Aquino
3832,Meeting Gorbachev,2019,7.2,0,1,0,0,"Werner Herzog,André Singer"
3833,Welcome to the Rileys,2010,7.0,0,1,1,0,Jake Scott
3834,Hector and the Search for Happiness,2014,7.0,0,1,0,0,Peter Chelsom
3835,Bad Reputation,2018,7.3,0,1,0,0,Jim Hemphill
3836,Waiting to Exhale,1995,5.9,0,1,0,0,Forest Whitaker
3837,Pyewacket,2017,5.8,0,1,0,0,Adam MacDonald
3838,The Swan Princess,1994,6.4,0,1,0,0,Richard Rich
3839,Grabbers,2012,6.3,0,1,0,0,Jon Wright
3840,Aniara,2019,6.2,0,1,0,0,"Pella Kagerman,Hugo Lilja"
3841,The Housemaid,2010,6.4,0,1,0,0,Sang-soo Im
3842,Little Woods,2018,6.1,0,1,0,0,Nia DaCosta
3844,In Search of Greatness,2018,6.6,0,1,0,0,Gabe Polsky
3845,Food Evolution,2017,7.0,0,1,0,0,Scott Hamilton Kennedy
3846,Sinbad: Legend of the Seven Seas,2003,6.7,0,1,0,0,"Patrick Gilmore,Tim Johnson"
3847,The Den,2013,6.0,0,1,0,0,Zachary Donohue
3848,Wolf Warrior 2,2017,6.0,0,1,0,0,Jing Wu
3849,Dumb: The Story of Big Brother Magazine,2017,7.2,0,1,0,0,Patrick O'Dell
3850,Goodbye First Love,2011,6.6,0,1,0,0,Mia Hansen-Løve
3851,The 33,2015,6.9,0,1,0,0,Patricia Riggen
3852,Mike Wallace Is Here,2019,7.2,0,1,0,0,Avi Belkin
3853,March of the Penguins 2,2017,6.6,0,1,0,0,Luc Jacquet
3854,Teen Spirit,2019,6.1,0,1,0,1,Max Minghella
3855,Seymour: An Introduction,2015,7.4,0,1,0,0,Ethan Hawke
3856,The Man Who Killed Hitler and Then the Bigfoot,2019,5.6,0,1,0,0,Robert D. Krzykowski
3857,The Childhood of a Leader,2016,6.1,0,1,0,0,Brady Corbet
3858,The Standoff at Sparrow Creek,2019,6.2,0,1,0,0,Henry Dunham
3859,A Very Sordid Wedding,2017,5.3,0,1,1,0,Del Shores
3860,Toni Morrison: The Pieces I Am,2019,7.1,0,1,0,0,Timothy Greenfield-Sanders
3862,Dog Days,2018,6.2,0,1,0,0,Ken Marino
3863,Monsters and Men,2018,5.7,0,1,0,0,Reinaldo Marcus Green
3864,The Canal,2014,5.8,0,1,1,0,Ivan Kavanagh
3865,Leap Year,2010,6.5,0,1,0,0,Anand Tucker
3866,Raise Hell: The Life & Times of Molly Ivins,2019,7.6,0,1,0,0,Janice Engel
3867,Under the Tree,2017,6.8,0,1,0,0,Hafsteinn Gunnar Sigurðsson
3868,The League of Extraordinary Gentlemen,2003,5.8,0,1,0,0,Stephen Norrington
3869,Hello I Must Be Going,2012,6.2,0,1,1,0,Courteney Cox
3870,Two Trains Runnin',2016,7.4,0,1,0,0,Sam Pollard
3871,The Jewel of the Nile,1985,6.1,0,1,0,0,Lewis Teague
3872,Middle Men,2009,6.8,0,1,1,0,George Gallo
3873,Before I Go to Sleep,2014,6.3,0,1,0,0,Rowan Joffe
3874,Eating Animals,2018,7.3,0,1,0,0,Christopher Dillon Quinn
3875,Mom and Dad,2018,5.5,0,1,0,0,Brian Taylor
3876,Touched with Fire,2016,6.2,0,1,1,0,Paul Dalio
3877,Cunningham,2019,6.4,0,1,0,0,Alla Kovgan
3878,Starfish,2018,5.3,0,1,1,0,A.T. White
3879,The Yellow Handkerchief,2009,6.7,0,1,1,0,Udayan Prasad
3880,The First Monday in May,2016,7.2,0,1,0,0,Andrew Rossi
3881,The Miracle Season,2018,6.5,0,1,0,0,Sean McNamara
3882,Burden,2016,6.9,0,1,0,0,Andrew Heckler
3883,Downsizing,2017,5.7,0,1,1,0,Alexander Payne
3884,Lowlife,2017,6.2,0,1,1,0,James Gray
3885,The Blue Room,2014,6.3,0,1,0,0,Mathieu Amalric
3886,The Chumscrubber,2005,6.9,0,1,0,0,Arie Posin
3887,Pledge,2019,5.4,0,1,0,0,Sean Penn
3888,Universal Soldier,1992,6.0,0,1,0,0,Roland Emmerich
3889,Non-Fiction,2018,6.5,0,1,0,0,Olivier Assayas
3890,Larger than Life: The Kevyn Aucoin Story,2017,8.3,0,1,0,0,Tiffany Bartok
3891,The Bookshop,2017,6.5,0,1,1,0,Isabel Coixet
3892,Baskın,2015,5.8,0,1,0,0,Gareth Evans
3893,A Life Less Ordinary,1997,6.4,0,1,0,0,Danny Boyle
3894,Girls Just Want to Have Fun,1985,6.0,0,1,1,0,Alan Metter
3895,The Ant Bully,2006,5.8,0,1,0,0,John A. Davis
3896,Overboard,2018,6.0,0,1,1,0,Garry Marshall
3897,Henry Gamble's Birthday Party,2015,6.1,0,1,1,0,Stephen Cone
3898,"Nico, 1988",2017,6.7,0,1,0,0,Susanna Nicchiarelli
3899,Diane,2019,6.7,0,1,0,0,Kent Jones
3900,Joshy,2016,5.9,0,1,0,0,Jeff Baena
3901,Leaving,2009,6.2,0,1,0,0,Catherine Corsini
3902,Finding Your Feet,2017,6.7,0,1,1,0,Richard Loncraine
3903,The Princess of Montpensier,2010,6.4,0,1,0,0,Bertrand Tavernier
3904,Citizen Jane: Battle for the City,2017,6.9,0,1,0,0,Matt Tyrnauer
3905,High-Rise,2015,5.6,0,1,0,0,Ben Wheatley
3906,Unlocked,2017,6.2,0,1,0,0,Michael Apted
3907,Far From The Tree,2017,7.5,0,1,0,0,"Rachel Dretzin,Jamila Ephron"
3908,Freak Show,2018,6.7,0,1,0,0,"Tom Stern,Alex Winter"
3909,C.S.A.: The Confederate States of America,2005,6.4,0,1,0,0,Kevin Willmott
3910,AWOL,2017,5.5,0,1,1,0,Danny Mooney
3911,Haze,2017,5.9,0,1,1,0,David Burkman
3912,Maze,2017,5.9,0,1,0,0,Priyadarshan
3913,Legion of Brothers,2017,5.7,0,1,0,0,Greg Barker
3914,Mister America,2019,6.4,0,1,0,0,Eric Notarnicola
3915,The Archer,2017,5.1,0,1,0,0,Valerie Weiss
3916,Tank Girl,1995,5.3,0,1,0,0,Rachel Talalay
3917,Little Joe,2019,5.9,0,1,0,0,Jessica Hausner
3918,Scotch: A Golden Dream,2019,7.5,0,1,1,0,Andrew Peat
3919,The Prodigy,2019,5.8,0,1,1,0,Nicholas McCarthy
3920,Divide and Conquer: The Story of Roger Ailes,2018,7.0,0,1,0,0,Alexis Bloom
3921,This Is Not Berlin,2019,6.6,0,1,0,0,Hari Sama
3922,The Last Word,2017,6.6,0,1,0,0,David Mackenzie
3923,The Hustle,2019,5.4,0,1,1,0,Chris Addison
3925,Whose Streets?,2017,5.0,0,1,0,0,"Sabaah Folayan,Damon Davis"
3926,Vox Lux,2018,5.9,0,1,0,0,Brady Corbet
3927,Take Every Wave: The Life of Laird Hamilton,2018,7.3,0,1,0,0,Rory Kennedy
3928,Leaning Into the Wind: Andy Goldsworthy,2018,6.7,0,1,0,0,Thomas Riedelsheimer
3929,The Amazing Johnathan Documentary,2019,6.6,0,1,0,0,Benjamin Berman
3930,Unmade Beds,2009,6.6,0,1,0,0,Alexis Dos Santos
3931,Case 39,2009,6.2,0,1,1,0,Christian Alvart
3932,The X Files: I Want to Believe,2008,5.9,0,1,0,0,Chris Carter
3933,The Gospel According to André,2018,6.3,0,1,0,0,Kate Novack
3934,A Good Old Fashioned Orgy,2011,6.1,0,1,1,0,"Alex Gregory,Peter Huyck"
3935,Children of the Corn,1984,5.7,0,1,1,0,Fritz Kiersch
3936,The Osiris Child,2016,5.6,0,1,0,0,Shane Abbess
3937,Friday the 13th: The Final Chapter,1984,6.0,0,1,1,0,Joseph Zito
3938,Ballet 422,2014,6.2,0,1,0,0,Jody Lee Lipes
3939,Shelley,2016,5.2,0,1,0,0,Ali Abbasi
3940,The Escape,2018,5.8,0,1,0,0,Dominic Savage
3941,Where Hands Touch,2018,6.2,0,1,0,0,Amma Asante
3942,The Myth of the American Sleepover,2011,6.3,0,1,0,0,David Robert Mitchell
3943,Jawline,2019,5.9,0,1,0,0,Liza Mandelup
3944,Anchor and Hope,2017,6.4,0,1,0,0,Carlos Marques-Marcet
3945,Antiviral,2012,5.7,0,1,0,0,Brandon Cronenberg
3946,Flower,2017,6.0,0,1,0,0,Max Winkler
3947,All Square,2018,5.8,0,1,0,0,John Hyams
3948,The Day Shall Come,2019,5.8,0,1,0,0,Christopher Morris
3949,Depraved,2019,5.3,0,1,0,0,Larry Fessenden
3950,Wonder Park,2019,5.8,0,1,1,0,Dylan Brown
3951,Go Tigers!,2001,7.2,0,1,0,0,Kenneth A. Carlson
3952,Already Tomorrow in Hong Kong,2016,6.5,0,1,0,0,Emily Ting
3953,We Are What We Are,2010,5.7,0,1,1,0,Jim Mickle
3954,Hungry Hearts,2015,6.4,0,1,0,0,Saverio Costanzo
3955,The Tall Man,2012,5.9,0,1,1,0,Pascal Laugier
3956,Scenic Route,2013,6.5,0,1,0,0,"Kevin Goetz,Michael Goetz"
3957,Ms. Purple,2019,6.0,0,1,0,0,Justin Chon
3958,What Men Want,2019,5.2,0,1,1,0,Adam Shankman
3959,A Crooked Somebody,2018,6.2,0,1,0,0,Trevor White
3960,The Kid,2019,5.9,0,1,1,1,Vincent D'Onofrio
3961,Do I Sound Gay?,2015,5.7,0,1,0,0,David Thorpe
3962,The Beach Bum,2019,5.5,0,1,0,0,Harmony Korine
3963,The Whistle Blower,1986,6.2,0,1,1,0,Simon Langton
3964,Road Games,2015,5.4,0,1,0,0,Richard Franklin
3965,Let the Sunshine In,2017,6.0,0,1,0,0,Claire Denis
3966,Wild Card,2015,5.6,0,1,1,0,Simon West
3967,Æon Flux,2005,5.4,0,1,0,0,Karyn Kusama
3968,Brick Mansions,2014,5.7,0,1,0,0,Camille Delamarre
3969,Planet 51,2009,6.0,0,1,0,0,"Jorge Blanco,Javier Abad,Marcos Martínez"
3970,Padre nuestro,2007,6.9,0,1,0,0,Aisling Walsh
3971,Run the Race,2019,5.9,0,1,1,0,Chris Dowling
3972,Ramen Heads,2017,7.1,0,1,0,0,Koki Shigeno
3973,Beyond the Gates,2016,5.2,0,1,0,0,Jackson Stewart
3974,House of D,2004,7.0,0,1,1,0,David Duchovny
3975,The Devil's Doorway,2018,5.2,0,1,0,0,Aislinn Clarke
3976,Changeland,2019,5.7,0,1,0,0,Seth Green
3977,The Year of Spectacular Men,2018,5.6,0,1,0,0,Lea Thompson
3978,In Paris,2006,6.5,0,1,0,0,Christophe Honoré
3979,Trigun: Badlands Rumble,2010,7.5,0,1,0,0,Satoshi Nishimura
3980,Digging for Fire,2015,5.8,0,1,1,0,Joe Swanberg
3981,Before We Vanish,2017,6.0,0,1,0,0,Kiyoshi Kurosawa
3982,Here to be Heard: The Story of the Slits,2018,7.1,0,1,0,0,William E. Badgley
