index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+
2227,Happy Days,1974,7.4,0,1,0,0
2228,Murdoch Mysteries,2008,8.1,0,1,0,0
2229,Brothers and Sisters,2006,7.3,0,1,0,0
2230,Alone,2015,8.4,0,1,0,0
2231,Twisted,2013,7.3,0,1,0,0
2232,Making It,2018,7.9,0,1,0,0
2233,Queen Sugar,2016,7.7,0,1,0,0
2234,Miranda,2009,8.1,0,1,0,0
2235,Mary Kills People,2017,7.5,0,1,0,0
2236,Leah Remini: Scientology and the Aftermath,2016,9.1,0,1,0,0
2237,America's Next Top Model,2003,5.5,0,1,1,0
2238,I Am the Night,2019,7.0,0,1,0,0
2239,Holey Moley,2019,6.7,0,1,0,0
2240,Kamisama Kiss,2012,8.1,0,1,0,0
2241,Rascal Does Not Dream of Bunny Girl Senpai,2018,8.0,0,1,0,0
2242,The Legend of the Blue Sea,2016,8.1,0,1,0,0
2243,"Sabrina, the Teenage Witch",1996,6.6,0,1,0,0
2244,The Split,2018,7.6,0,1,0,0
2245,Airwolf,1984,6.7,0,1,0,0
2246,Bleak House,2005,8.3,0,1,0,0
2247,American Housewife,2016,7.3,0,1,0,0
2248,Monster Musume: Everyday Life with Monster Girls,2017,6.7,0,1,0,0
2249,Claws,2017,7.3,0,1,0,0
2250,Metalocalypse,2006,8.2,0,1,0,0
2251,Highschool of the Dead,2010,7.2,0,1,0,0
2252,The Musketeers,2014,7.8,0,1,0,0
2253,The Eric Andre Show,2012,8.6,0,1,0,0
2254,Noragami,2014,7.9,0,1,0,0
2255,My Teen Romantic Comedy SNAFU,2013,7.8,0,1,0,0
2256,The First 48,2004,8.2,0,1,0,0
2257,Sealab 2021,2000,7.9,0,1,0,0
2258,Deutschland 86,2018,7.6,0,1,0,0
2259,Rugrats,1991,7.4,0,1,1,0
2260,Atlantis,2013,6.6,0,1,0,0
2261,Reprisal,2019,7.5,0,1,0,0
2262,The Event,2010,7.0,0,1,0,0
2263,Danny Phantom,2004,7.1,0,1,0,0
2264,Life in Pieces,2015,8.0,0,1,0,0
2265,X-Men: Evolution,2000,7.9,0,1,0,1
2266,Cardinal,2017,7.7,0,1,0,0
2267,Spiral,2005,8.5,0,1,1,0
2268,Good Luck Charlie,2010,7.0,0,1,0,1
2269,Overlord,2015,7.8,0,1,0,0
2270,Pawn Stars,2009,7.2,0,1,0,0
2271,American Gothic,1995,8.1,0,1,0,0
2272,LEGO Masters,2020,7.2,0,1,0,0
2273,Anthony Bourdain: No Reservations,2005,8.4,0,1,0,0
2274,Dawson's Creek,1998,6.6,0,1,1,0
2275,Taxi,1978,7.6,0,1,0,0
2276,Bless This Mess,2019,6.7,0,1,0,0
2277,Forged in Fire,2015,8.4,0,1,1,0
2278,Schooled,2019,6.9,0,1,0,0
2279,Robin of Sherwood,1984,8.5,0,1,1,0
2280,Assassination Classroom,2015,8.0,0,1,0,0
2281,The Mick,2017,7.8,0,1,0,0
2282,Yu-Gi-Oh! GX,2004,6.7,0,1,1,0
2283,The League of Gentlemen,1999,8.4,0,1,1,0
2284,Black Lagoon,2006,8.0,0,1,0,0
2285,Silent Witness,1996,7.8,0,1,1,0
2286,DARLING in the FRANXX,2018,7.3,0,1,0,0
2287,Diabolik Lovers,2013,5.3,0,1,0,0
2288,Numb3rs,2006,6.9,0,1,0,0
2289,The Masked Singer,2019,6.3,0,1,0,0
2290,Naked and Afraid,2013,6.6,0,1,0,0
2291,Friday Night Dinner,2011,8.1,0,1,0,0
2292,Fire Force,2019,7.7,0,1,0,0
2293,Station 19,2018,6.5,0,1,0,0
2294,The Future Diary,2011,7.6,0,1,0,0
2295,Saved by the Bell,1989,7.0,0,1,0,0
2296,Breakout Kings,2011,7.3,0,1,0,0
2297,The Ultimate Fighter,2005,7.8,0,1,0,0
2298,Ergo Proxy,2006,8.0,0,1,0,0
2299,Saving Hope,2012,7.5,0,1,0,0
2300,The Bold Type,2017,8.0,0,1,0,0
2301,Pitch,2016,7.4,0,1,0,0
2302,How the Universe Works,2010,9.0,0,1,1,0
2303,Dragon Ball GT,1996,6.8,0,1,0,0
2304,The Long Road Home,2017,7.5,0,1,0,0
2305,Crayon Shin-chan,1992,7.9,0,1,0,0
2306,Intervention,2005,7.9,0,1,0,0
2307,The Outer Limits,1995,7.7,0,1,1,0
2308,Outsourced,2010,7.5,0,1,0,0
2309,60 Days In,2016,7.7,0,1,0,0
2310,Into the Dark,2018,6.3,0,1,0,0
2311,Clique,2017,7.0,0,1,0,0
2312,The Son,2017,7.5,0,1,0,0
2313,Songland,2019,7.7,0,1,0,0
2314,Lincoln Rhyme: Hunt for the Bone Collector,2020,6.9,0,1,0,0
2315,Saving Grace,2007,7.6,0,1,0,0
2316,90 Day Fiancé,2014,6.3,0,1,0,0
2317,"Beverly Hills, 90210",1990,6.3,0,1,0,0
2318,Darker than Black,2007,7.7,0,1,1,0
2319,MasterChef,2010,7.3,0,1,0,0
2320,This Country,2017,8.5,0,1,0,0
2321,Kitchen Nightmares,2007,7.4,0,1,0,0
2322,90 Day Fiancé: Before the 90 Days,2017,6.7,0,1,0,0
2323,Remington Steele,1982,7.2,0,1,0,0
2324,Tyler Perry's If Loving You Is Wrong,2014,5.8,0,1,0,0
2325,Highlander: The Series,1992,7.2,0,1,1,0
2326,Lark Rise to Candleford,2008,8.1,0,1,0,0
2327,Catfish: The TV Show,2012,7.1,0,1,0,0
2328,Agatha Christie's Marple,2004,7.7,0,1,0,0
2329,Monogatari,2009,8.0,0,1,0,0
2330,Project Runway,2004,7.3,0,1,0,0
2331,The First,2018,6.7,0,1,0,0
2332,9-1-1: Lone Star,2020,6.4,0,1,0,0
2333,Sense and Sensibility,2008,8.0,0,1,1,0
2334,Homicide Hunter: Lt Joe Kenda,2011,8.8,0,1,0,0
2335,Seraph of the End,2015,7.5,0,1,0,0
2336,Gangland Undercover,2015,8.2,0,1,0,0
2337,Party of Five,1994,6.8,0,1,0,0
2338,Devious Maids,2013,7.8,0,1,0,0
2339,Digimon Tamers,2001,7.7,0,1,0,0
2340,Drunk History,2013,7.8,0,1,0,0
2341,The Penguins of Madagascar,2009,7.6,0,1,0,0
2342,The Purge,2018,6.4,0,1,0,0
2343,Survivorman,2004,8.2,0,1,1,0
2344,Higurashi When They Cry,2006,8.0,0,1,0,0
2345,Melissa & Joey,2010,7.0,0,1,0,0
2346,River Monsters,2009,8.2,0,1,1,0
2347,General Hospital,1963,6.5,0,1,0,0
2348,Scott & Bailey,2011,7.9,0,1,0,0
2349,Dollface,2019,7.4,0,1,0,0
2350,Upstairs Downstairs,2010,7.4,0,1,0,0
2351,Difficult People,2015,7.0,0,1,0,0
2352,Apple Tree Yard,2017,7.1,0,1,0,0
2353,Man vs. Wild,2006,8.1,0,1,1,0
2354,Good Trouble,2019,7.4,0,1,0,0
2355,While You Were Sleeping,2017,8.4,0,1,0,0
2356,Mr. Pickles,2014,7.3,0,1,0,0
2357,Log Horizon,2013,7.7,0,1,0,0
2358,DCI Banks,2011,7.6,0,1,1,0
2359,Prisoners of War,2010,8.4,0,1,0,0
2360,The Fades,2011,7.8,0,1,0,0
2361,The Firm,2012,7.0,0,1,0,0
2362,Fruits Basket,2019,8.3,0,1,0,0
2363,Adam-12,1968,7.5,0,1,0,0
2364,Kenichi The Mightiest Disciple,2006,8.2,0,1,1,0
2365,The Joy of Painting,1983,9.4,0,1,1,0
2366,Gold Rush,2011,7.3,0,1,0,0
2367,Lupin the Third,1971,7.9,0,1,0,0
2368,McLeod's Daughters,2001,7.2,0,1,1,0
2369,Hill Street Blues,1981,8.1,0,1,0,0
2370,Brickleberry,2012,7.4,0,1,0,0
2371,The Tonight Show Starring Jimmy Fallon,2014,7.3,0,1,0,0
2372,Jeopardy!,1964,8.2,0,1,0,0
2373,Family Matters,1989,6.5,0,1,0,0
2374,Foster's Home for Imaginary Friends,2004,7.6,0,1,0,0
2375,National Treasure,2016,7.4,0,1,0,0
2376,Kojak,1973,7.1,0,1,0,0
2377,Time After Time,2017,6.7,0,1,0,0
2378,Star,2016,6.6,0,1,0,0
2379,The Marvelous Misadventures of Flapjack,2008,7.8,0,1,0,0
2380,Expedition Unknown,2015,8.2,0,1,0,0
2381,I'm Dying Up Here,2017,7.4,0,1,0,0
2382,Fixer Upper,2013,8.3,0,1,0,0
2383,The Familiar of Zero,2006,7.1,0,1,0,0
2384,The Voice,2011,6.5,0,1,0,0
2385,Wings,1990,7.2,0,1,0,0
2386,The Cool Kids,2018,7.0,0,1,0,0
2387,The Pink Panther Show,1964,7.6,0,1,1,0
2388,The Guardian,2001,7.4,0,1,1,0
2389,The Conners,2018,5.3,0,1,0,0
2390,Garfield and Friends,1988,7.3,0,1,0,0
2391,New Tricks,2003,7.8,0,1,0,0
2392,Wolfblood,2013,7.7,0,1,1,0
2393,Fast N' Loud,2012,7.5,0,1,0,0
2394,A.N.T. Farm,2011,5.0,0,1,0,0
2395,Shiki,2010,7.7,0,1,0,0
2396,Real Humans,2012,7.9,0,1,0,0
2397,What's Wrong with Secretary Kim,2018,8.1,0,1,0,0
2398,Land of Honor,2014,7.9,0,1,0,0
2399,Banished,2015,7.4,0,1,0,0
2400,Samantha Who?,2007,7.3,0,1,0,0
2401,The Powerpuff Girls,1998,7.2,0,1,0,0
2402,Being Erica,2009,7.5,0,1,1,0
2403,False Flag,2015,7.8,0,1,0,0
2404,Dark Shadows,1966,7.5,0,1,1,0
2405,"Diners, Drive-Ins and Dives",2007,7.3,0,1,0,0
2406,Tyler Perry's The Haves and the Have Nots,2013,6.0,0,1,0,0
2407,Shots Fired,2017,6.4,0,1,0,0
2408,Four Weddings and a Funeral,2019,7.1,0,1,0,0
2409,Second Chance,2016,7.5,0,1,0,0
2410,K.C. Undercover,2015,6.1,0,1,0,1
2411,Doug,1991,7.4,0,1,0,1
2412,Detroit 1-8-7,2010,7.6,0,1,0,0
2413,The Carmichael Show,2015,7.6,0,1,0,0
2414,Spy,2011,7.9,0,1,0,0
2415,24: Legacy,2017,6.2,0,1,0,0
2416,Ranma ½,1989,7.9,0,1,0,0
2417,Harrow,2018,7.6,0,1,0,0
2418,Medium,2005,6.9,0,1,1,0
2419,World of Dance,2017,7.0,0,1,0,0
2420,Coronation Street,1960,5.5,0,1,0,0
2421,How It's Made,2001,7.8,0,1,0,0
2422,Life Below Zero,2013,8.0,0,1,0,1
2423,T@gged,2016,7.3,0,1,0,0
2424,The Bob Newhart Show,1972,8.1,0,1,0,0
2425,The PJs,1999,6.6,0,1,0,0
2426,Moone Boy,2012,8.1,0,1,0,0
2427,Ghosted,2017,6.2,0,1,0,0
2428,The Mary Tyler Moore Show,1970,8.1,0,1,0,0
2429,Unsolved Mysteries,1987,8.3,0,1,1,0
2430,The Practice,1997,7.7,0,1,0,0
2431,Oh My Venus,2015,7.8,0,1,0,0
2432,The Secret Life of the American Teenager,2008,4.9,0,1,0,0
2433,Married at First Sight,2014,6.3,0,1,1,0
2434,American Ninja Warrior,2009,6.8,0,1,0,0
2435,House Hunters,1999,8.2,0,1,0,0
2436,Little Britain,2003,7.6,0,1,0,0
2437,American Pickers,2010,7.0,0,1,0,0
2438,Sailor Moon Crystal,2014,7.9,0,1,0,0
2439,Chowder,2007,7.3,0,1,0,0
2440,mixed-ish,2019,6.2,0,1,0,0
2441,Thief,2006,7.5,0,1,0,0
2442,Nightwatch,2015,8.9,0,1,0,0
2443,Dirty Sexy Money,2007,7.2,0,1,0,0
2444,Big Time Rush,2009,6.2,0,1,1,0
2445,Snow White with the Red Hair,2015,7.8,0,1,0,0
2446,The Three Stooges,1934,8.6,0,1,0,0
2447,RuPaul's Drag Race: Untucked,2010,7.9,0,1,0,0
2448,The Lord of the Skies,2013,6.8,0,1,0,0
2449,Deputy,2020,6.1,0,1,0,0
2450,Eli Stone,2008,7.6,0,1,0,0
2451,Penn & Teller: Bullshit!,2003,8.2,0,1,0,0
2452,Shark,2006,7.1,0,1,0,0
2453,Mistresses,2013,7.1,0,1,0,0
2454,Murder in the First,2014,7.2,0,1,0,0
2455,Shut Eye,2016,7.4,0,1,0,0
2456,Chopped,2009,7.5,0,1,0,0
2457,Teen Titans Go!,2013,5.2,0,1,0,0
2458,Running Wild with Bear Grylls,2014,7.7,0,1,0,1
2459,The Thundermans,2013,5.7,0,1,0,0
2460,Horrible Histories,2009,8.8,0,1,1,0
2461,Space Dandy,2014,8.1,0,1,0,0
2462,Fosse/Verdon,2019,7.9,0,1,0,0
2463,The Story of Film: An Odyssey,2011,8.5,0,1,0,0
2464,The Adventures of Jimmy Neutron: Boy Genius,2002,6.7,0,1,0,0
2465,Kimi ni Todoke: From Me to You,2009,7.8,0,1,0,0
2466,Diff'rent Strokes,1978,6.6,0,1,0,0
2467,Blue Spring Ride,2014,7.4,0,1,0,0
2468,Full Metal Panic!,2002,7.6,0,1,0,0
2469,Dance Moms,2011,4.6,0,1,0,0
2470,GameFace,2017,7.7,0,1,0,0
2471,The Rifleman,1958,8.3,0,1,1,0
2472,Light as a Feather,2018,6.6,0,1,0,0
2473,The Greatest American Hero,1981,7.3,0,1,1,0
2474,Speechless,2016,7.6,0,1,0,0
2475,St. Elsewhere,1982,7.8,0,1,0,0
2476,Travel Man: 48 Hours in...,2015,8.3,0,1,0,0
2477,The Incredible Dr. Pol,2011,8.6,0,1,0,1
2478,Street Outlaws,2013,6.7,0,1,0,0
2479,Stan Against Evil,2016,7.3,0,1,0,0
2480,The Dead Files,2011,6.8,0,1,0,0
2481,Bluestone 42,2013,8.0,0,1,0,0
2482,Persona 4 The Animation,2011,7.6,0,1,0,0
2483,American Idol,2002,4.1,0,1,0,0
2484,Look Around You,2002,8.4,0,1,0,0
2485,D.Gray-man,2006,7.7,0,1,0,0
2486,Braquo,2009,8.0,0,1,0,0
2487,Jeremiah,2002,7.0,0,1,1,0
2488,Spice and Wolf,2008,8.0,0,1,0,0
2489,X Company,2015,7.7,0,1,0,0
2490,Almost Family,2019,6.3,0,1,0,0
2491,Bakuman,2010,8.0,0,1,0,0
2492,Fruits Basket,2001,7.9,0,1,0,0
2493,Dharma & Greg,1997,6.3,0,1,0,0
2494,Blood Blockade Battlefront,2015,7.2,0,1,0,0
2495,Man v. Food,2008,7.3,0,1,0,0
2496,Storage Wars,2010,6.4,0,1,1,0
2497,World Trigger,2014,7.5,0,1,0,0
2498,Reba,2001,6.5,0,1,0,0
2499,Haven't You Heard? I'm Sakamoto,2016,7.2,0,1,0,0
2500,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,7.1,0,1,0,0
2501,Beyond Scared Straight,2011,7.3,0,1,0,0
2502,The Fall Guy,1981,7.1,0,1,0,0
2503,Toriko,2011,7.3,0,1,0,0
2504,Pasión Prohibida,2013,8.4,0,1,0,0
2505,How Not to Summon a Demon Lord,2018,7.0,0,1,0,0
2506,Gordon Ramsay's 24 Hours to Hell and Back,2018,7.3,0,1,0,0
2507,Lip Service,2010,7.4,0,1,0,0
2508,Find Me in Paris,2018,7.3,0,1,0,0
2509,Rev.,2010,7.9,0,1,0,0
2510,Rosario + Vampire,2008,7.0,0,1,0,0
2511,The Riches,2007,7.8,0,1,0,0
2512,The Beverly Hillbillies,1962,7.1,0,1,0,0
2513,Zac & Mia,2017,8.1,0,1,0,0
2514,Step by Step,1991,6.5,0,1,0,0
2515,Outnumbered,2007,8.0,0,1,0,0
2516,The Accident,2019,6.0,0,1,0,0
2517,Dimension 404,2017,6.6,0,1,0,0
2518,Laverne & Shirley,1976,6.9,0,1,0,0
2519,The Most Dangerous Animal of All,2020,6.2,0,1,0,0
2520,The Kennedys,2011,7.6,0,1,0,0
2521,Him & Her,2010,7.8,0,1,0,0
2522,Un village français,2009,8.3,0,1,1,0
2523,Alone Together,2018,6.3,0,1,0,0
2524,Love Stage!!,2014,7.3,0,1,0,0
2525,Burden of Truth,2018,7.2,0,1,0,0
2526,Tiny Toon Adventures,1990,7.5,0,1,0,0
2527,Inside Amy Schumer,2013,6.0,0,1,0,0
2528,The White Shadow,1978,8.0,0,1,0,0
2529,WWE NXT,2010,7.7,0,1,0,0
2530,Your Pretty Face Is Going to Hell,2013,7.7,0,1,0,0
2531,The Incredible Hulk,1978,7.0,0,1,0,0
2532,The Biggest Loser,2004,5.4,0,1,0,0
2533,Dice,2016,7.4,0,1,0,0
2534,Good Bones,2015,7.3,0,1,0,0
2535,Yona of the Dawn,2014,8.1,0,1,0,0
2536,Dates,2013,7.5,0,1,0,0
2537,Duncanville,2020,5.6,0,1,0,0
2538,Bluff City Law,2019,6.8,0,1,0,0
2539,MEGALOBOX,2018,7.8,0,1,0,0
2540,Rosewood,2015,6.7,0,1,0,0
2541,20/20,1978,6.6,0,1,0,0
2542,Hellsing,2001,7.9,0,1,0,0
2543,Infinite Stratos,2011,6.7,0,1,0,0
2544,Plastic Memories,2015,7.3,0,1,0,0
2545,Midnattssol,2016,7.5,0,1,0,0
2546,Intruders,2014,6.7,0,1,0,0
2547,Bad Banks,2018,8.0,0,1,0,0
2548,WWE Friday Night SmackDown,1999,7.3,0,1,0,0
2549,Melrose Place,1992,5.8,0,1,1,0
2550,To Love-Ru,2008,6.9,0,1,0,0
2551,Locked Up Abroad,2006,8.2,0,1,1,0
2552,Wiseguy,1987,7.8,0,1,0,0
2553,Graves,2016,6.5,0,1,0,0
2554,Popeye the Sailor,1960,7.1,0,1,0,0
2555,Perfect Harmony,2019,6.6,0,1,0,0
2556,City Homicide,2001,7.4,0,1,1,0
2557,Hillary,2020,5.9,0,1,0,0
2558,Mountain Men,2012,7.3,0,1,0,0
2559,Baywatch,1989,5.3,0,1,1,0
2560,MasterChef Junior,2013,6.7,0,1,0,0
2561,Property Brothers,2011,7.2,0,1,0,0
2562,The Odd Couple,2015,6.4,0,1,0,0
2563,Kingdom,2007,7.9,0,1,0,0
2564,Guilty Crown,2011,7.1,0,1,0,0
2565,A Certain Scientific Railgun,2009,7.5,0,1,0,0
2566,Mister Ed,1961,7.0,0,1,0,0
2567,Sonic Boom,2014,7.0,0,1,0,0
2568,Cardfight!! Vanguard,2011,7.2,0,1,1,0
2569,The Bastard Executioner,2015,6.2,0,1,0,0
2570,Clarence,2014,6.5,0,1,0,0
2571,Utopia Falls,2020,4.9,0,1,0,0
2572,Dual Survival,2010,7.5,0,1,0,0
2573,Alias Smith and Jones,1971,7.6,0,1,0,0
2574,House Hunters International,2006,7.0,0,1,0,0
2575,Danganronpa: The Animation,2013,6.9,0,1,0,0
2576,Naked and Afraid XL,2015,7.3,0,1,0,0
2577,Ben 10: Omniverse,2012,5.7,0,1,0,0
2578,The Qwaser of Stigmata,2010,5.5,0,1,0,0
2579,Haganai: I Don't Have Many Friends,2011,7.2,0,1,0,0
2580,American Gladiators,1989,6.5,0,1,0,0
2581,OK K.O.! Let's Be Heroes,2017,7.1,0,1,0,0
2582,The Real Housewives of Beverly Hills,2010,4.8,0,1,0,0
2583,Silk Stalkings,1991,6.5,0,1,0,0
2584,Packed to the Rafters,2008,7.4,0,1,0,0
2585,Damien,2016,6.9,0,1,0,0
2586,Taggart,1983,7.2,0,1,0,0
2587,The Asterisk War,2015,6.8,0,1,0,0
2588,Hard Sun,2018,6.6,0,1,0,0
2589,Justice League Action,2016,7.7,0,1,0,0
2590,Some Girls,2012,7.6,0,1,0,0
2591,Perfect Strangers,1986,7.2,0,1,0,0
2592,Lost in Space,1965,7.2,0,1,0,0
2593,The Game,2006,6.7,0,1,0,0
2594,Love Island,2015,5.1,0,1,0,0
2595,America's Got Talent,2006,5.8,0,1,0,0
2596,Ironside,1967,6.9,0,1,0,0
2597,Deadbeat,2014,7.5,0,1,0,0
2598,Cutthroat Kitchen,2013,7.2,0,1,0,0
2599,The Fruit of Grisaia,2014,7.1,0,1,0,0
2600,Whose Line Is It Anyway? (UK),1988,8.2,0,1,1,0
2601,Chivalry of a Failed Knight,2015,7.4,0,1,0,0
2602,Alaska: The Last Frontier,2011,7.7,0,1,0,0
2603,Married,2014,7.0,0,1,0,0
2604,Every Witch Way,2014,5.0,0,1,0,0
2605,Baghdad Central,2020,7.1,0,1,0,0
2606,Living Single,1993,7.3,0,1,0,0
2607,Clannad After Story,2009,8.6,0,1,0,0
2608,Just Between Lovers,2017,8.0,0,1,0,0
2609,Grimgar of Fantasy and Ash,2016,7.5,0,1,0,0
2610,Wallander,2005,7.6,0,1,0,0
2611,Deadly Women,2005,8.0,0,1,1,0
2612,Fear Factor,2001,5.6,0,1,0,0
2613,My Life as a Teenage Robot,2003,7.0,0,1,0,0
2614,Vanderpump Rules,2013,5.4,0,1,0,0
2615,The Last Alaskans,2015,8.5,0,1,0,0
2616,This Way Up,2019,7.7,0,1,0,0
2617,D.Gray-man Hallow,2016,7.7,0,1,0,0
2618,My 600-lb Life,2012,6.6,0,1,0,0
2619,WATAMOTE,2013,7.3,0,1,0,0
2620,My Love Story!!,2015,7.8,0,1,0,0
2621,Love Island Australia,2018,5.4,0,1,0,0
2622,"Doogie Howser, M.D.",1989,6.5,0,1,0,0
2623,grown-ish,2018,6.4,0,1,0,0
2624,Devil May Cry,2007,7.1,0,1,0,0
2625,The Four: Battle for Stardom,2018,4.1,0,1,0,0
2626,All Saints,1998,7.0,0,1,0,0
2627,Bring It!,2014,6.6,0,1,1,0
2628,Beck,1997,7.4,0,1,0,0
2629,Maken-Ki! Battling Venus,2011,6.2,0,1,0,0
2630,Designing Women,1986,7.0,0,1,0,0
2631,Kämpfer,2009,6.2,0,1,0,0
2632,Hunter,1984,6.8,0,1,0,0
2633,Worst Cooks in America,2010,6.4,0,1,0,0
2634,Barbarians Rising,2016,7.8,0,1,0,0
2635,Cake Boss,2009,6.6,0,1,0,0
2636,Bering Sea Gold,2012,6.6,0,1,0,0
2637,The Real Housewives of New York City,2008,4.3,0,1,0,0
2638,Itazura na Kiss,2008,7.5,0,1,0,0
2639,Aesthetica of a Rogue Hero,2012,7.2,0,1,0,0
2640,Mysteries at the Museum,2010,8.1,0,1,0,0
2641,Blood Lad,2013,7.1,0,1,0,0
2642,7th Heaven,1996,5.2,0,1,1,0
2643,Voyage to the Bottom of the Sea,1964,7.2,0,1,0,0
2644,Reef Break,2019,5.9,0,1,0,0
2645,The Dana Carvey Show,1996,7.3,0,1,0,0
2646,Primeval: New World,2012,6.5,0,1,0,0
2647,Pramface,2012,7.6,0,1,0,0
2648,Classroom of the Elite,2017,7.4,0,1,0,0
2649,The Slap,2015,7.6,0,1,1,0
2650,The Moodys,2019,6.6,0,1,0,0
2651,Dietland,2018,6.4,0,1,0,0
2652,Son of Zorn,2016,6.7,0,1,0,0
2653,Buzzfeed Unsolved: Supernatural,2016,8.7,0,1,1,0
2654,Devils Line,2018,6.8,0,1,0,0
2655,Say Yes to the Dress,2007,5.6,0,1,1,0
2656,Father Knows Best,1954,7.4,0,1,1,0
2657,Beyond the Boundary,2013,7.3,0,1,0,0
2658,BuzzFeed Unsolved - True Crime,2016,8.9,0,1,1,0
2659,Marido en Alquiler,2013,8.4,0,1,0,0
2660,Hollywood Game Night,2013,7.3,0,1,0,0
2661,Dog with a Blog,2012,4.8,0,1,0,0
2662,Disappeared,2010,8.0,0,1,0,0
2663,Party of Five,2020,5.3,0,1,0,0
2664,Date a Live,2013,7.0,0,1,0,0
2665,Total Divas,2013,6.5,0,1,0,0
2666,Golden Time,2013,7.5,0,1,0,0
2667,Bloom,2019,6.6,0,1,0,0
2668,Hunter Street,2017,6.8,0,1,0,0
2669,Daniel Deronda,2002,7.2,0,1,0,0
2670,Good Doctor,2013,8.1,0,1,0,0
2671,90 Day Fiancé: Happily Ever After?,2016,6.3,0,1,0,0
2672,Outmatched,2020,5.6,0,1,0,0
2673,The Passing Bells,2014,6.9,0,1,1,0
2674,Kingdom,2012,8.0,0,1,0,0
2675,Wise Man’s Grandchild,2019,6.7,0,1,0,0
2676,Blast of Tempest,2012,7.6,0,1,0,0
2677,The Bachelorette,2003,3.4,0,1,0,0
2678,Swamp People,2010,6.3,0,1,1,0
2679,Undercover Boss,2010,5.8,0,1,0,0
2680,Doc McStuffins,2012,6.7,0,1,0,1
2681,Dante's Cove,2005,6.0,0,1,0,0
2682,Axe Cop,2013,7.4,0,1,0,0
2683,The Smile Has Left Your Eyes,2018,7.4,0,1,0,0
2684,Pure,2017,7.0,0,1,0,0
2685,Zomboat!,2019,6.9,0,1,0,0
2686,Kono Oto Tomare!: Sounds of Life,2019,7.4,0,1,0,0
2687,Sex&Drugs&Rock&Roll,2015,7.1,0,1,0,0
2688,OutDaughtered,2016,7.0,0,1,0,0
2689,Accel World,2012,7.2,0,1,0,0
2690,Project Runway All Stars,2012,7.0,0,1,0,0
2691,School Rumble,2004,7.8,0,1,0,0
2692,The Hills,2006,3.5,0,1,1,0
2693,Slayers,1995,7.5,0,1,0,0
2694,Keeping Up with the Kardashians,2007,2.8,0,1,0,0
2695,Restaurant: Impossible,2011,6.8,0,1,0,0
2696,Love It or List It,2008,6.3,0,1,0,0
2697,East Los High,2013,7.0,0,1,0,0
2698,Maison Close,2010,6.7,0,1,0,0
2699,Total Bellas,2016,5.8,0,1,0,0
2700,"Say ""I love you.""",2012,7.4,0,1,0,0
2701,Dr. Pimple Popper,2018,6.6,0,1,0,0
2702,"Good Morning, Miss Bliss",1988,6.8,0,1,0,0
2703,Bachelor in Paradise,2014,5.2,0,1,0,0
2704,Three Sheets,2006,8.2,0,1,0,0
2705,Paradox,2009,7.1,0,1,1,0
2706,Guy's Grocery Games,2013,6.5,0,1,0,0
2707,Oreimo,2010,6.5,0,1,0,0
2708,The Lowe Files,2017,6.7,0,1,1,0
2709,Freakish,2016,6.4,0,1,0,0
2710,The Next Step,2013,6.0,0,1,0,0
2711,The Driver,2014,7.0,0,1,0,0
2712,Castaways,2018,6.2,0,1,0,0
2713,The Real Housewives of New Jersey,2009,4.0,0,1,0,0
2714,Good Eats: Reloaded,2018,8.8,0,1,0,0
2715,Butterfly,2018,6.2,0,1,0,0
2716,The Electric Company,1971,8.1,0,1,1,0
2717,Tanked,2011,6.6,0,1,0,0
2718,A Crime to Remember,2013,8.3,0,1,0,0
2719,Air Gear,2006,7.2,0,1,0,0
2720,Toilet-Bound Hanako-kun,2020,7.5,0,1,0,0
2721,There's... Johnny!,2017,7.2,0,1,0,0
2722,The Only Way Is Essex,2010,3.1,0,1,0,0
2723,Quick Draw,2013,7.6,0,1,1,0
2724,The Secret of Crickley Hall,2012,6.9,0,1,0,0
2725,Curious George,2006,7.1,0,1,0,0
2726,Council of Dads,2020,6.2,0,1,0,0
2727,The Real Housewives of Atlanta,2008,4.3,0,1,0,0
2728,Iron Chef America,2005,7.1,0,1,0,0
2729,Black Bullet,2014,7.0,0,1,0,0
2730,Mayo Chiki!,2011,7.1,0,1,0,0
2731,Himouto! Umaru-chan,2015,7.0,0,1,1,0
2732,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",2020,7.3,0,1,0,0
2733,Elena's Ghost,2015,7.6,0,1,0,0
2734,Heathcliff,1984,6.6,0,1,0,0
2735,Criminal Minds: Suspect Behavior,2011,6.3,0,1,1,0
2736,Agent X,2015,6.2,0,1,0,0
2737,An American Murder Mystery: The Staircase,2018,7.5,0,1,0,0
2738,McHale's Navy,1962,7.4,0,1,0,0
2739,Trust Me,2017,7.0,0,1,0,0
2740,Unexpected,2017,5.8,0,1,0,0
2741,Astro Boy,1980,7.3,0,1,1,0
2742,Renegade,1992,6.0,0,1,0,0
2743,Lincoln Heights,2007,7.7,0,1,0,0
2744,ID: INVADED,2020,7.7,0,1,0,0
2745,Black Jesus,2014,6.9,0,1,0,0
2746,Melrose Place,2009,6.0,0,1,0,0
2747,Is This a Zombie?,2011,7.1,0,1,0,0
2748,The Comedians,2015,6.7,0,1,0,0
